merchant,industry,business_size,country,dominant_product,checkout_usd,paylink_usd,total_usd,avg_monthly_vol,tenure_months,flag_industry,flag_country,flag_product,tier
cb4f7c46,Others,small,US,unattributed,0.0,0.0,298879.9,19925.326666666668,69,0,1,0,Tier 1: Direct Sales Outreach
9f819371,Art & photography,small,US,unattributed,0.0,0.0,297972.84,19864.856000000003,83,0,1,0,Tier 1: Direct Sales Outreach
a4224ef3,Personal services,small,AU,unattributed,0.0,0.0,275618.05,19687.00357142857,29,1,0,0,Tier 1: Direct Sales Outreach
9c6bd072,Business services,medium,IE,checkout,196539.1,0.0,196539.1,19653.91,51,1,0,0,Tier 1: Direct Sales Outreach
255a68ec,Art & photography,small,US,unattributed,0.0,0.0,274215.5,19586.821428571428,15,0,1,0,Tier 1: Direct Sales Outreach
a4d1002f,Charity,small,US,unattributed,0.0,0.0,272626.7099999999,19473.336428571423,46,0,1,0,Tier 1: Direct Sales Outreach
d225fd1c,Business services,small,LV,unattributed,0.0,0.0,289339.04000000004,19289.269333333337,21,1,0,0,Tier 1: Direct Sales Outreach
4498aedc,Others,small,US,unattributed,0.0,0.0,288448.68999999994,19229.912666666663,89,0,1,0,Tier 1: Direct Sales Outreach
a25a3996,Food & drink,small,US,unattributed,0.0,0.0,287267.77999999997,19151.18533333333,55,0,1,0,Tier 1: Direct Sales Outreach
e539e437,Education,small,US,unattributed,0.0,0.0,247650.0,19050.0,5,0,1,0,Tier 1: Direct Sales Outreach
312e351e,Business services,small,CA,unattributed,0.0,0.0,247633.04,19048.695384615385,5,1,0,0,Tier 1: Direct Sales Outreach
b95c85c3,Education,small,US,unattributed,0.0,10.0,282143.0,18809.533333333333,48,0,1,0,Tier 1: Direct Sales Outreach
58d10d2c,Business services,medium,US,unattributed,0.0,2326.98,263211.30999999994,18800.807857142852,61,1,1,0,Tier 1: Direct Sales Outreach
493133b6,Healthcare,small,US,unattributed,0.0,0.0,206337.75,18757.977272727272,10,0,1,0,Tier 1: Direct Sales Outreach
3386a382,Business services,small,US,unattributed,0.0,0.0,280380.0,18692.0,64,1,1,0,Tier 1: Direct Sales Outreach
aba84a71,"Medical services, drugs, testing labs & equipment medium",small,US,checkout,280246.3,0.0,280246.3,18683.086666666666,11,0,1,0,Tier 1: Direct Sales Outreach
8bfaedfd,Specialty retail,small,US,unattributed,0.0,1146.09,223920.25000000006,18660.02083333334,4,0,1,0,Tier 1: Direct Sales Outreach
b39802fa,Business services,small,US,unattributed,0.0,0.0,279345.5,18623.033333333333,90,1,1,0,Tier 1: Direct Sales Outreach
8e82c7ed,Business services,small,AU,unattributed,0.0,0.0,277842.73,18522.848666666665,46,1,0,0,Tier 1: Direct Sales Outreach
8cbbdef2,"Religion, politics & other memberships",small,US,unattributed,0.0,0.0,277602.5,18506.833333333332,85,0,1,0,Tier 1: Direct Sales Outreach
3c427e25,Personal services,small,AU,unattributed,0.0,0.0,276270.54000000004,18418.036000000004,20,1,0,0,Tier 1: Direct Sales Outreach
c188f83b,Personal services,small,US,unattributed,0.0,0.0,276064.33,18404.288666666667,67,1,1,0,Tier 1: Direct Sales Outreach
eb5906f1,Merchandise,small,US,unattributed,0.0,0.0,256907.27999999994,18350.519999999997,48,0,1,0,Tier 1: Direct Sales Outreach
67dac1d8,Leisure,small,US,unattributed,0.0,0.0,274294.57999999996,18286.30533333333,64,0,1,0,Tier 1: Direct Sales Outreach
e52942b0,Software,small,US,unattributed,0.0,5702.0,274068.4,18271.22666666667,53,0,1,0,Tier 1: Direct Sales Outreach
41ac6b32,Others,small,US,unattributed,0.0,0.0,36450.0,18225.0,9,0,1,0,Tier 1: Direct Sales Outreach
44ab67ee,Business services,small,US,unattributed,0.0,0.0,72563.08,18140.77,8,1,1,0,Tier 1: Direct Sales Outreach
d6cc9534,Automotive parts and repair/service shops,small,US,unattributed,0.0,0.0,253391.89,18099.420714285716,19,0,1,0,Tier 1: Direct Sales Outreach
ab05b4b7,Software,small,US,unattributed,0.0,0.0,252255.56,18018.254285714287,15,0,1,0,Tier 1: Direct Sales Outreach
7f78b523,Ticketing & events,small,US,unattributed,0.0,0.0,234228.8,18017.6,15,0,1,0,Tier 1: Direct Sales Outreach
e86c277d,Charity,small,US,unattributed,0.0,0.0,215695.0,17974.583333333332,30,0,1,0,Tier 1: Direct Sales Outreach
da22f154,Others,small,US,unattributed,0.0,77.0,269399.64999999997,17959.976666666666,121,0,1,0,Tier 1: Direct Sales Outreach
a5e5c7d2,Others,small,JP,unattributed,0.0,0.0,250981.76999999996,17927.269285714283,48,0,1,0,Tier 1: Direct Sales Outreach
98271aa5,Business services,small,ES,unattributed,0.0,0.0,250856.49,17918.320714285714,17,1,0,0,Tier 1: Direct Sales Outreach
4ff146ce,"Religion, politics & other memberships",small,US,unattributed,0.0,0.0,250431.03000000003,17887.930714285718,6,0,1,0,Tier 1: Direct Sales Outreach
a841858f,Business services,small,SG,unattributed,0.0,0.0,250129.15,17866.367857142857,64,1,0,0,Tier 1: Direct Sales Outreach
d328abd8,Software,small,US,unattributed,0.0,0.0,267716.52999999997,17847.768666666663,23,0,1,0,Tier 1: Direct Sales Outreach
518091d5,Others,small,US,unattributed,2.0,0.0,160531.06000000003,17836.78444444445,11,0,1,0,Tier 1: Direct Sales Outreach
db2922ac,Clothing & accessory,small,US,unattributed,0.0,0.0,17693.0,17693.0,11,0,1,0,Tier 1: Direct Sales Outreach
9c4c916a,Education,small,US,unattributed,0.0,0.0,211653.75,17637.8125,6,0,1,0,Tier 1: Direct Sales Outreach
57d30cc0,Others,small,US,unattributed,0.0,0.0,70288.79000000001,17572.197500000002,43,0,1,0,Tier 1: Direct Sales Outreach
7a1194b1,Rentals,small,US,unattributed,0.0,0.0,17494.98,17494.98,2,0,1,0,Tier 1: Direct Sales Outreach
2c23f9ff,Personal services,small,CA,unattributed,0.0,0.0,261951.53999999998,17463.435999999998,20,1,0,0,Tier 1: Direct Sales Outreach
b6d17562,Business services,small,FR,unattributed,0.0,0.0,261800.37999999998,17453.358666666663,24,1,0,0,Tier 1: Direct Sales Outreach
bffe6af4,Business services,small,AT,unattributed,0.0,0.0,260963.94999999995,17397.596666666665,54,1,0,0,Tier 1: Direct Sales Outreach
53bdc591,Business services,small,GB,unattributed,0.0,0.0,172350.42,17235.042,2,1,0,0,Tier 1: Direct Sales Outreach
1bd0170f,Software,small,US,unattributed,0.0,0.0,51444.189999999995,17148.06333333333,9,0,1,0,Tier 1: Direct Sales Outreach
20580cc2,Business services,small,ES,unattributed,0.0,0.0,102479.53,17079.921666666665,8,1,0,0,Tier 1: Direct Sales Outreach
0dd2fdcf,Food & drink,small,US,unattributed,0.0,0.0,255663.31,17044.220666666668,29,0,1,0,Tier 1: Direct Sales Outreach
424b6690,Software,small,US,unattributed,0.0,0.0,255231.21999999997,17015.414666666664,84,0,1,0,Tier 1: Direct Sales Outreach
7b7cf5ca,Healthcare,small,US,unattributed,0.0,2018.0,238056.40000000002,17004.028571428575,8,0,1,0,Tier 1: Direct Sales Outreach
e883e594,Food & drink,small,US,unattributed,0.0,0.0,254337.94,16955.862666666668,20,0,1,0,Tier 1: Direct Sales Outreach
e44cfe13,Others,small,US,unattributed,0.0,0.0,118550.49000000002,16935.78428571429,30,0,1,0,Tier 1: Direct Sales Outreach
94eb88e6,Specialty retail,small,US,unattributed,0.0,0.0,203087.27000000002,16923.939166666667,18,0,1,0,Tier 1: Direct Sales Outreach
10ac7b82,Rentals,small,US,unattributed,0.0,0.0,253133.29,16875.552666666666,9,0,1,0,Tier 1: Direct Sales Outreach
3c1ce4d5,Travel & lodging,small,US,unattributed,0.0,0.0,235510.75999999995,16822.197142857138,64,0,1,0,Tier 1: Direct Sales Outreach
0d8d1620,Travel & lodging,small,DE,paylink,0.0,59552.3,67179.70999999999,16794.927499999998,2,0,0,1,Tier 1: Direct Sales Outreach
074c2440,"Religion, politics & other memberships",medium,US,checkout,167911.0,0.0,167911.0,16791.1,7,0,1,0,Tier 1: Direct Sales Outreach
b2401820,Healthcare,small,US,unattributed,0.0,0.0,200138.88,16678.24,11,0,1,0,Tier 1: Direct Sales Outreach
491abf1b,Others,small,JP,checkout,149917.41000000003,0.0,149917.41000000003,16657.490000000005,34,0,1,0,Tier 1: Direct Sales Outreach
1b0f4b48,Others,small,US,unattributed,0.0,0.0,166002.5,16600.25,2,0,1,0,Tier 1: Direct Sales Outreach
51221d87,Ticketing & events,small,US,unattributed,0.0,0.0,231536.02999999997,16538.287857142856,65,0,1,0,Tier 1: Direct Sales Outreach
61abea06,Software,small,US,unattributed,0.0,0.0,248052.27000000002,16536.818000000003,29,0,1,0,Tier 1: Direct Sales Outreach
4650bc6a,Merchandise,small,US,unattributed,0.0,0.0,230764.52,16483.18,6,0,1,0,Tier 1: Direct Sales Outreach
2e40c5cc,"Medical services, drugs, testing labs & equipment medium",small,US,unattributed,4.0,0.0,230547.15,16467.65357142857,68,0,1,0,Tier 1: Direct Sales Outreach
72eae912,Business services,small,US,unattributed,0.0,0.0,82180.42,16436.084,25,1,1,0,Tier 1: Direct Sales Outreach
1544d092,Education,small,US,unattributed,0.0,0.0,49275.0,16425.0,18,0,1,0,Tier 1: Direct Sales Outreach
a3c52236,Travel & lodging,small,SG,paylink,0.0,114675.25,114675.25,16382.17857142857,9,0,0,1,Tier 1: Direct Sales Outreach
495ae81c,"Religion, politics & other memberships",small,US,unattributed,0.0,0.0,229049.5,16360.67857142857,45,0,1,0,Tier 1: Direct Sales Outreach
d9665d31,Food & drink,small,US,unattributed,0.0,0.0,245190.08,16346.005333333333,16,0,1,0,Tier 1: Direct Sales Outreach
c16d261a,Software,small,JP,unattributed,0.0,36.18,245097.12999999998,16339.808666666666,39,0,1,0,Tier 1: Direct Sales Outreach
a87faa86,Ticketing & events,small,US,unattributed,0.0,0.0,211943.75,16303.365384615385,11,0,1,0,Tier 1: Direct Sales Outreach
59dcdf70,Food & drink,small,US,unattributed,0.0,0.0,227971.49,16283.677857142857,6,0,1,0,Tier 1: Direct Sales Outreach
bc88d0ab,Business services,small,US,unattributed,0.0,0.0,16233.0,16233.0,8,1,1,0,Tier 1: Direct Sales Outreach
aa690212,"Religion, politics & other memberships",small,US,unattributed,0.0,0.0,227146.0,16224.714285714286,87,0,1,0,Tier 1: Direct Sales Outreach
cb1be9c7,Education,small,US,unattributed,0.0,0.0,243194.0,16212.933333333332,99,0,1,0,Tier 1: Direct Sales Outreach
89c35d6c,Others,small,US,unattributed,0.0,0.0,226883.05000000008,16205.932142857147,20,0,1,0,Tier 1: Direct Sales Outreach
1cebef24,Business services,small,ES,paylink,0.0,164661.86999999997,225215.35,16086.810714285715,54,1,0,1,Tier 1: Direct Sales Outreach
d763c905,Business services,small,US,unattributed,0.0,0.0,16053.0,16053.0,3,1,1,0,Tier 1: Direct Sales Outreach
475f6216,Others,medium,US,unattributed,0.0,0.0,207500.0,15961.538461538461,32,0,1,0,Tier 1: Direct Sales Outreach
df26b9af,Business services,small,GB,unattributed,0.0,0.0,111374.95000000001,15910.707142857145,4,1,0,0,Tier 1: Direct Sales Outreach
85a0b2de,"Medical services, drugs, testing labs & equipment medium",small,US,unattributed,0.0,894.0,222555.16,15896.797142857144,11,0,1,0,Tier 1: Direct Sales Outreach
d6655910,"Religion, politics & other memberships",small,US,unattributed,0.0,0.0,237793.48,15852.898666666668,66,0,1,0,Tier 1: Direct Sales Outreach
e64d2f9b,Grocery & food stores,small,US,unattributed,0.0,0.0,237749.0,15849.933333333332,82,0,1,0,Tier 1: Direct Sales Outreach
f27cb673,Personal services,small,NL,unattributed,0.0,0.0,237480.87,15832.057999999999,9,1,0,0,Tier 1: Direct Sales Outreach
a68b5e1e,Education,small,US,unattributed,0.0,0.0,220876.95,15776.925000000001,40,0,1,0,Tier 1: Direct Sales Outreach
102cd5c1,Food & drink,small,US,unattributed,0.0,0.0,15767.09,15767.09,51,0,1,0,Tier 1: Direct Sales Outreach
18db30c9,Software,small,US,unattributed,0.0,0.0,62719.06,15679.765,12,0,1,0,Tier 1: Direct Sales Outreach
82432ae8,Education,small,US,unattributed,0.0,0.0,219191.0,15656.5,92,0,1,0,Tier 1: Direct Sales Outreach
431a1ba8,Merchandise,small,US,unattributed,0.0,0.0,187711.8,15642.65,6,0,1,0,Tier 1: Direct Sales Outreach
9ff730ed,Business services,small,GB,unattributed,0.0,0.0,234250.30999999997,15616.687333333331,51,1,0,0,Tier 1: Direct Sales Outreach
c7623892,Business services,small,GB,unattributed,0.0,0.0,217740.91,15552.922142857144,34,1,0,0,Tier 1: Direct Sales Outreach
e26de3f5,Furnishing,small,US,unattributed,0.0,0.0,232796.44999999998,15519.763333333332,25,0,1,0,Tier 1: Direct Sales Outreach
0d6c0047,Business services,small,US,unattributed,0.0,0.0,31000.0,15500.0,21,1,1,0,Tier 1: Direct Sales Outreach
1c2000ce,Business services,small,GB,unattributed,0.0,0.0,185723.51,15476.959166666667,67,1,0,0,Tier 1: Direct Sales Outreach
e6192a8f,Clothing & accessory,small,US,paylink,0.0,15460.53,15460.53,15460.53,2,0,1,1,Tier 1: Direct Sales Outreach
195a8557,Transportation & car rental,small,US,checkout,158110.55,0.0,215696.66,15406.904285714287,41,0,1,0,Tier 1: Direct Sales Outreach
b99d7a32,Business services,small,CA,unattributed,0.0,27517.46,153635.05,15363.505,25,1,0,0,Tier 1: Direct Sales Outreach
4d14e1d6,Software,small,US,checkout,229549.90000000002,175.0,229774.90000000002,15318.326666666668,12,0,1,0,Tier 1: Direct Sales Outreach
46466fe5,Education,small,US,unattributed,0.0,0.0,229721.74,15314.782666666666,68,0,1,0,Tier 1: Direct Sales Outreach
5a3a0ea5,Education,medium,US,unattributed,0.0,0.0,137348.0,15260.888888888889,9,0,1,0,Tier 1: Direct Sales Outreach
4c252483,Food & drink,small,US,unattributed,0.0,0.0,45382.39,15127.463333333333,18,0,1,0,Tier 1: Direct Sales Outreach
d5f627b4,Clothing & accessory,small,US,unattributed,0.0,0.0,75617.5,15123.5,88,0,1,0,Tier 1: Direct Sales Outreach
69c9338a,Art & photography,small,US,unattributed,0.0,0.0,105811.28,15115.897142857142,104,0,1,0,Tier 1: Direct Sales Outreach
898a0cbd,Food & drink,small,US,unattributed,0.0,0.0,226458.21999999997,15097.214666666665,16,0,1,0,Tier 1: Direct Sales Outreach
e2f9315e,Personal services,small,IE,unattributed,0.0,0.0,225458.35,15030.556666666667,37,1,0,0,Tier 1: Direct Sales Outreach
d85cb5df,Travel & lodging,small,PL,paylink,0.0,75010.98999999999,75040.98,15008.196,12,0,0,1,Tier 1: Direct Sales Outreach
63e44344,Others,small,US,unattributed,0.0,0.0,224687.44,14979.162666666667,11,0,1,0,Tier 1: Direct Sales Outreach
59e2dbbf,Leisure,small,US,unattributed,0.0,0.0,89640.95,14940.158333333333,3,0,1,0,Tier 1: Direct Sales Outreach
ea2296a3,Others,small,US,unattributed,0.0,0.0,191579.39,14736.876153846155,104,0,1,0,Tier 1: Direct Sales Outreach
8081876c,Clothing & accessory,small,US,unattributed,0.0,0.0,117847.58,14730.9475,46,0,1,0,Tier 1: Direct Sales Outreach
89daaa95,Automotive parts and repair/service shops,small,US,unattributed,0.0,0.0,220701.12,14713.408,35,0,1,0,Tier 1: Direct Sales Outreach
f8e0d0b8,Travel & lodging,small,US,unattributed,0.0,0.0,205714.55000000002,14693.89642857143,45,0,1,0,Tier 1: Direct Sales Outreach
95cf552e,Business services,small,US,unattributed,0.0,0.0,29300.0,14650.0,2,1,1,0,Tier 1: Direct Sales Outreach
a3a9b91e,"Religion, politics & other memberships",small,US,unattributed,0.0,0.0,204913.5,14636.67857142857,58,0,1,0,Tier 1: Direct Sales Outreach
45196beb,Automotive parts and repair/service shops,small,US,unattributed,0.0,0.0,102054.35,14579.192857142858,49,0,1,0,Tier 1: Direct Sales Outreach
c15e3193,"Medical services, drugs, testing labs & equipment medium",small,US,checkout,217769.0,0.0,217957.72,14530.514666666666,52,0,1,0,Tier 1: Direct Sales Outreach
54483917,Digital goods,small,US,unattributed,0.0,0.0,14494.42,14494.42,64,0,1,0,Tier 1: Direct Sales Outreach
428b5737,Business services,small,US,unattributed,0.0,0.0,202469.17,14462.083571428573,27,1,1,0,Tier 1: Direct Sales Outreach
b00345d7,Software,small,US,unattributed,0.0,0.0,202444.00000000003,14460.285714285716,67,0,1,0,Tier 1: Direct Sales Outreach
4d9cb208,Travel & lodging,small,AE,paylink,0.0,172924.53999999998,172925.08,14410.423333333332,5,0,1,1,Tier 1: Direct Sales Outreach
528f18b7,Leisure,small,US,unattributed,0.0,0.0,215843.06999999998,14389.537999999999,56,0,1,0,Tier 1: Direct Sales Outreach
ba2926d6,Leisure,medium,US,unattributed,0.0,0.0,215820.44,14388.029333333334,12,0,1,0,Tier 1: Direct Sales Outreach
4db481fd,Education,small,US,unattributed,87462.05,0.0,215581.69,14372.112666666666,100,0,1,0,Tier 1: Direct Sales Outreach
3e8711b0,Software,small,US,unattributed,2250.0,0.0,215195.0,14346.333333333334,81,0,1,0,Tier 1: Direct Sales Outreach
5b0b68c5,Personal services,small,GB,unattributed,19568.839999999997,0.0,199991.49,14285.106428571427,42,1,0,0,Tier 1: Direct Sales Outreach
e9fe4b15,Personal services,small,US,unattributed,0.0,0.0,85696.0,14282.666666666666,50,1,1,0,Tier 1: Direct Sales Outreach
4a700945,Business services,small,US,unattributed,0.0,0.0,28549.289999999997,14274.644999999999,2,1,1,0,Tier 1: Direct Sales Outreach
adbf219b,Business services,medium,US,unattributed,0.0,0.0,213116.51,14207.767333333333,51,1,1,0,Tier 1: Direct Sales Outreach
72ce279f,Software,small,US,unattributed,0.0,0.0,198585.65,14184.689285714285,10,0,1,0,Tier 1: Direct Sales Outreach
1828f6c4,Construction,small,US,checkout,169875.46000000002,0.0,169875.46000000002,14156.288333333336,4,0,1,0,Tier 1: Direct Sales Outreach
0a021d39,Food & drink,small,US,unattributed,0.0,0.0,212338.45,14155.896666666667,18,0,1,0,Tier 1: Direct Sales Outreach
97873938,Business services,small,CA,unattributed,0.0,0.0,211522.47000000003,14101.498000000001,79,1,0,0,Tier 1: Direct Sales Outreach
7e824781,Art & photography,small,US,unattributed,0.0,0.0,211245.84,14083.056,21,0,1,0,Tier 1: Direct Sales Outreach
9ec4e7f3,Business services,large,AE,unattributed,0.0,0.0,42234.36,14078.12,4,1,1,0,Tier 1: Direct Sales Outreach
29859114,Ticketing & events,small,US,unattributed,0.0,0.0,84363.53,14060.588333333333,10,0,1,0,Tier 1: Direct Sales Outreach
5b5f2325,Business services,small,US,unattributed,0.0,0.0,182701.41999999998,14053.955384615383,80,1,1,0,Tier 1: Direct Sales Outreach
970c9486,Automotive parts and repair/service shops,small,US,unattributed,0.0,0.0,112211.83000000002,14026.478750000002,33,0,1,0,Tier 1: Direct Sales Outreach
13a1691c,Software,small,US,unattributed,0.0,0.0,210279.82000000004,14018.654666666669,29,0,1,0,Tier 1: Direct Sales Outreach
0e1d477a,Personal services,small,GB,unattributed,0.0,0.0,97907.09999999999,13986.72857142857,64,1,0,0,Tier 1: Direct Sales Outreach
900a065e,Business services,small,US,unattributed,0.0,0.0,139805.5,13980.55,8,1,1,0,Tier 1: Direct Sales Outreach
fa86a089,Business services,small,US,unattributed,0.0,0.0,194911.96,13922.282857142856,17,1,1,0,Tier 1: Direct Sales Outreach
3fb76801,Electronics,small,US,unattributed,0.0,0.0,208639.75999999998,13909.317333333332,41,0,1,0,Tier 1: Direct Sales Outreach
79726ac5,Others,small,US,unattributed,0.0,0.0,194607.72000000003,13900.55142857143,6,0,1,0,Tier 1: Direct Sales Outreach
bc83b45d,"Religion, politics & other memberships",small,US,unattributed,0.0,0.0,194599.08,13899.934285714286,77,0,1,0,Tier 1: Direct Sales Outreach
a8932d5c,Business services,small,US,unattributed,0.0,0.0,194283.38000000003,13877.384285714288,94,1,1,0,Tier 1: Direct Sales Outreach
44a00f65,Business services,small,US,unattributed,0.0,0.0,207920.24999999997,13861.349999999999,54,1,1,0,Tier 1: Direct Sales Outreach
843a1255,Business services,small,CA,unattributed,0.0,0.0,151335.33000000002,13757.757272727275,16,1,0,0,Tier 1: Direct Sales Outreach
0b26b60f,Business services,small,FR,unattributed,0.0,0.0,151199.28000000003,13745.389090909093,4,1,0,0,Tier 1: Direct Sales Outreach
f131125a,Software,small,US,unattributed,0.0,0.0,205392.80000000005,13692.853333333336,106,0,1,0,Tier 1: Direct Sales Outreach
7f58c0bf,Merchandise,small,US,unattributed,0.0,0.0,190543.55,13610.253571428571,9,0,1,0,Tier 1: Direct Sales Outreach
1bdb6fcc,Digital goods,small,US,unattributed,0.0,0.0,190494.55,13606.753571428571,37,0,1,0,Tier 1: Direct Sales Outreach
8cf86765,Travel & lodging,small,US,unattributed,0.0,0.0,203685.85000000003,13579.05666666667,17,0,1,0,Tier 1: Direct Sales Outreach
bf555acb,Personal services,small,AU,unattributed,0.0,0.0,189977.12999999998,13569.794999999998,16,1,0,0,Tier 1: Direct Sales Outreach
1906a1d8,Business services,small,GB,unattributed,0.0,0.0,107848.13,13481.01625,16,1,0,0,Tier 1: Direct Sales Outreach
5a95eb87,Specialty retail,small,US,unattributed,0.0,0.0,67384.54999999999,13476.909999999998,70,0,1,0,Tier 1: Direct Sales Outreach
55bc4a5d,Business services,small,US,unattributed,0.0,0.0,187962.5,13425.892857142857,26,1,1,0,Tier 1: Direct Sales Outreach
2f2f40c6,Business services,small,GB,unattributed,0.0,0.0,120377.79999999999,13375.31111111111,30,1,0,0,Tier 1: Direct Sales Outreach
061c091e,Education,medium,US,unattributed,0.0,395.0,133675.0,13367.5,8,0,1,0,Tier 1: Direct Sales Outreach
6d76c1b2,Merchandise,small,US,unattributed,0.0,0.0,199950.09000000003,13330.006000000001,29,0,1,0,Tier 1: Direct Sales Outreach
7a7670ac,Personal services,small,AU,unattributed,0.0,0.0,199856.86,13323.790666666666,20,1,0,0,Tier 1: Direct Sales Outreach
34288d6d,Grocery & food stores,medium,US,unattributed,0.0,0.0,173062.25,13312.48076923077,15,0,1,0,Tier 1: Direct Sales Outreach
475eeb04,Business services,small,US,unattributed,0.0,0.0,199477.5,13298.5,101,1,1,0,Tier 1: Direct Sales Outreach
fc683f8d,Specialty retail,small,US,unattributed,0.0,0.0,185917.97999999995,13279.855714285712,66,0,1,0,Tier 1: Direct Sales Outreach
55b3aaf8,Merchandise,small,US,unattributed,0.0,0.0,185482.9,13248.778571428571,43,0,1,0,Tier 1: Direct Sales Outreach
c713dd62,Business services,small,US,unattributed,0.0,400.0,105780.28,13222.535,22,1,1,0,Tier 1: Direct Sales Outreach
86bea57f,"Religion, politics & other memberships",small,US,unattributed,0.0,0.0,105715.57,13214.44625,78,0,1,0,Tier 1: Direct Sales Outreach
19af94f8,Business services,small,US,unattributed,0.0,0.0,52708.0,13177.0,16,1,1,0,Tier 1: Direct Sales Outreach
85d184ae,Personal services,small,GB,unattributed,0.0,0.0,183672.37000000002,13119.455000000002,31,1,0,0,Tier 1: Direct Sales Outreach
ef917d57,Education,medium,US,unattributed,0.0,0.0,156209.0,13017.416666666666,14,0,1,0,Tier 1: Direct Sales Outreach
14b5972a,Rentals,medium,US,unattributed,0.0,0.0,181958.75000000003,12997.053571428574,37,0,1,0,Tier 1: Direct Sales Outreach
33d7792e,Business services,small,IE,checkout,25938.07,0.0,25938.07,12969.035,16,1,0,0,Tier 1: Direct Sales Outreach
0b4f1fb1,Business services,medium,MY,checkout,153528.84000000003,1182.41,155407.05000000002,12950.587500000001,4,1,0,0,Tier 1: Direct Sales Outreach
9f2894bc,Leisure,small,US,unattributed,0.0,0.0,193973.83,12931.588666666667,57,0,1,0,Tier 1: Direct Sales Outreach
f32337ac,Business services,small,LV,unattributed,0.0,0.0,180798.15999999997,12914.154285714283,6,1,0,0,Tier 1: Direct Sales Outreach
95d95860,Leisure,small,US,unattributed,0.0,0.0,129046.0,12904.6,16,0,1,0,Tier 1: Direct Sales Outreach
015429f0,Merchandise,small,US,unattributed,0.0,0.0,154722.46,12893.538333333332,53,0,1,0,Tier 1: Direct Sales Outreach
12454036,Merchandise,small,US,checkout,154840.0,0.0,180036.5,12859.75,40,0,1,0,Tier 1: Direct Sales Outreach
3c843125,Merchandise,small,US,unattributed,0.0,5952.0,128422.74999999999,12842.274999999998,2,0,1,0,Tier 1: Direct Sales Outreach
0d753d5f,Digital goods,small,US,unattributed,0.0,0.0,192606.2,12840.413333333334,63,0,1,0,Tier 1: Direct Sales Outreach
a41218f7,Business services,small,US,unattributed,0.0,0.0,12837.92,12837.92,11,1,1,0,Tier 1: Direct Sales Outreach
bf8155ab,Furnishing,small,US,unattributed,0.0,0.0,178987.75,12784.839285714286,28,0,1,0,Tier 1: Direct Sales Outreach
0243626f,Cosmetics,small,US,unattributed,0.0,0.0,191486.15,12765.743333333334,40,0,1,0,Tier 1: Direct Sales Outreach
6fb2df4d,Personal services,small,NO,unattributed,0.0,0.0,191411.17,12760.744666666667,58,1,0,0,Tier 1: Direct Sales Outreach
64964929,Digital goods,small,US,unattributed,0.0,3945.25,191380.10999999996,12758.673999999997,7,0,1,0,Tier 1: Direct Sales Outreach
9e2d642a,Automotive parts and repair/service shops,small,US,unattributed,0.0,0.0,140269.22,12751.747272727273,20,0,1,0,Tier 1: Direct Sales Outreach
1d80bf8d,Others,medium,US,unattributed,0.0,0.0,178335.18,12738.227142857142,17,0,1,0,Tier 1: Direct Sales Outreach
1e853658,Business services,small,GB,unattributed,0.0,0.0,76212.47,12702.078333333333,65,1,0,0,Tier 1: Direct Sales Outreach
9ac29461,Education,small,HK,paylink,0.0,50799.67999999999,50799.67999999999,12699.919999999998,16,0,0,1,Tier 1: Direct Sales Outreach
0d6f03f7,Automotive parts and repair/service shops,small,US,unattributed,0.0,0.0,177713.82,12693.844285714285,15,0,1,0,Tier 1: Direct Sales Outreach
00cfc07f,Personal services,small,NL,checkout,177240.19,0.0,177240.19,12660.013571428572,9,1,0,0,Tier 1: Direct Sales Outreach
afadc5f5,Business services,small,GB,unattributed,0.0,0.0,25200.010000000002,12600.005000000001,5,1,0,0,Tier 1: Direct Sales Outreach
60adbddd,Rentals,small,US,unattributed,0.0,0.0,188548.88999999998,12569.926,26,0,1,0,Tier 1: Direct Sales Outreach
a15c3861,Business services,small,US,unattributed,0.0,0.0,125547.76,12554.776,27,1,1,0,Tier 1: Direct Sales Outreach
f1f9a7d3,Business services,small,US,unattributed,0.0,0.0,150616.97,12551.414166666667,9,1,1,0,Tier 1: Direct Sales Outreach
e9907cc3,Ticketing & events,small,US,unattributed,0.0,0.0,188059.3,12537.286666666665,72,0,1,0,Tier 1: Direct Sales Outreach
aab77b91,Business services,small,CA,unattributed,0.0,0.0,187290.88,12486.058666666668,17,1,0,0,Tier 1: Direct Sales Outreach
2489bf8d,Merchandise,small,US,unattributed,0.0,0.0,186816.71999999997,12454.447999999999,45,0,1,0,Tier 1: Direct Sales Outreach
0164653b,Leisure,small,US,unattributed,0.0,0.0,186362.69,12424.179333333333,13,0,1,0,Tier 1: Direct Sales Outreach
d1c47c3e,Specialty retail,small,US,unattributed,0.0,0.0,161373.21,12413.323846153846,5,0,1,0,Tier 1: Direct Sales Outreach
43f5fbc8,Travel & lodging,small,IE,paylink,8251.25,165406.18999999997,173657.43999999997,12404.102857142856,21,0,0,1,Tier 1: Direct Sales Outreach
c2b0d16d,Digital goods,small,US,unattributed,0.0,0.0,37145.74,12381.913333333332,17,0,1,0,Tier 1: Direct Sales Outreach
904ab5dc,Travel & lodging,small,US,unattributed,0.0,0.0,12375.0,12375.0,15,0,1,0,Tier 1: Direct Sales Outreach
fa91b018,Business services,small,GB,unattributed,0.0,0.0,173100.91,12364.350714285714,14,1,0,0,Tier 1: Direct Sales Outreach
